Id,SalePrice
1703,253188.55
1704,274667.97
1705,257524.89
1706,470720.9
1707,223741.16
1708,217602.22
1709,253995.12
1710,240944.56
1711,267333.56
1712,250217.48
1713,238790.36
1714,228318.6
1715,208630.83
1716,190441.45
1717,184765.22
1718,131112.92
1719,198434.02
1720,260113.34
1721,166094.44
1722,116692.57
1723,168823.77
1724,239065.5
1725,237098.58
1726,189228.28
1727,175792.5
1728,190624.9
1729,167221.23
1730,172175.14
1731,116800.15
1732,132232.31
1733,123806.22
1734,114988.89
1735,133970.58
1736,121519.305
1737,320751.03
1738,214980.89
1739,244341.2
1740,229133.58
1741,190060.73
1742,176816.61
1743,177489.1
1744,290466.03
1745,255533.0
1746,236336.19
1747,215356.1
1748,212224.02
1749,152556.81
1750,135876.03
1751,236892.11
1752,122890.42
1753,142024.03
1754,197337.94
1755,169398.1
1756,128150.87
1757,122028.53
1758,149224.84
1759,172856.69
1760,163816.81
1761,123738.41
1762,169782.56
1763,160411.47
1764,110639.87
1765,161474.31
1766,166234.28
1767,205331.73
1768,148202.98
1769,163771.28
1770,146576.42
1771,123616.25
1772,138905.64
1773,144063.6
1774,121665.33
1775,140718.16
1776,121921.78
1777,138735.0
1778,141456.05
1779,118578.664
1780,187645.56
1781,135005.5
1782,94213.945
1783,134934.27
1784,110604.53
1785,123948.06
1786,131412.11
1787,176658.47
1788,70134.016
1789,104171.1
1790,96864.5
1791,193696.42
1792,160111.84
1793,133310.62
1794,142462.52
1795,124566.73
1796,129107.47
1797,110942.74
1798,127345.336
1799,125915.164
1800,118929.914
1801,135833.4
1802,151777.2
1803,165713.42
1804,145993.56
1805,136543.58
1806,120752.78
1807,138620.78
1808,129164.76
1809,134820.02
1810,150763.4
1811,115023.695
1812,106625.06
1813,125212.47
1814,104890.67
1815,66679.59
1816,106997.68
1817,135528.33
1818,172217.19
1819,124094.38
1820,67194.13
1821,123944.12
1822,165552.98
1823,59717.258
1824,137710.75
1825,148001.52
1826,95222.13
1827,89221.2
1828,137054.78
1829,125714.89
1830,149182.89
1831,152612.08
1832,115917.85
1833,148030.61
1834,133492.89
1835,138000.33
1836,130202.79
1837,111171.13
1838,144747.39
1839,78225.336
1840,170761.86
1841,146100.44
1842,80685.72
1843,130448.98
1844,135442.02
1845,115603.4
1846,152710.36
1847,128620.16
1848,67245.44
1849,129642.66
1850,122787.81
1851,156907.64
1852,142307.58
1853,147999.69
1854,172755.34
1855,148239.28
1856,213481.88
1857,178442.89
1858,126896.18
1859,121007.445
1860,148821.25
1861,121730.53
1862,239682.92
1863,244562.94
1864,244562.94
1865,340738.0
1866,341049.8
1867,250449.9
1868,298952.16
1869,218219.2
1870,234337.16
1871,257572.3
1872,164162.53
1873,219727.2
1874,142657.22
1875,200127.47
1876,197959.94
1877,206216.38
1878,228175.02
1879,137825.9
1880,136958.22
1881,260239.23
1882,257168.69
1883,203760.61
1884,197925.89
1885,268341.97
1886,304450.66
1887,205447.61
1888,269522.25
1889,159256.25
1890,146088.05
1891,156523.5
1892,107288.195
1893,127276.875
1894,121945.29
1895,145780.19
1896,131680.0
1897,116431.055
1898,107032.79
1899,140695.89
1900,150546.08
1901,173887.89
1902,128714.336
1903,203222.38
1904,131468.67
1905,191543.4
1906,148740.52
1907,214032.55
1908,125217.016
1909,129525.47
1910,124988.516
1911,227942.69
1912,264410.44
1913,155226.89
1914,79263.56
1915,349962.3
1916,95941.64
1917,250508.92
1918,134761.34
1919,168791.44
1920,145784.12
1921,456467.75
1922,273276.6
1923,227631.36
1924,213262.4
1925,219554.05
1926,388896.56
1927,140592.3
1928,158890.81
1929,127985.35
1930,132373.1
1931,135034.55
1932,125777.6
1933,179223.86
1934,194123.72
1935,177024.89
1936,202580.6
1937,166612.11
1938,178590.88
1939,252974.62
1940,203681.2
1941,173506.81
1942,208654.62
1943,209190.27
1944,299614.1
1945,366067.06
1946,168434.33
1947,330244.97
1948,146183.69
1949,233319.25
1950,194374.7
1951,270639.38
1952,219126.3
1953,179136.08
1954,188632.7
1955,138332.02
1956,237821.02
1957,167666.83
1958,291892.06
1959,134848.0
1960,105291.71
1961,112405.04
1962,91279.28
1963,108475.77
1964,103771.67
1965,155583.84
1966,152187.03
1967,299887.7
1968,400932.66
1969,376078.56
1970,437246.88
1971,493754.7
1972,337631.7
1973,265307.75
1974,317142.0
1975,462852.78
1976,278034.8
1977,367081.6
1978,353036.53
1979,311664.3
1980,192849.6
1981,338975.78
1982,243912.56
1983,224402.03
1984,179155.39
1985,208214.02
1986,212750.12
1987,177647.34
1988,192310.67
1989,198224.69
1990,237909.75
1991,258145.05
1992,218587.88
1993,173183.3
1994,250602.94
1995,197456.72
1996,232245.58
1997,265920.88
1998,306252.06
1999,262621.6
2000,324765.53
2001,263970.34
2002,280169.12
2003,242847.45
2004,252035.56
2005,247015.69
2006,218422.95
2007,224735.66
2008,215096.55
2009,185236.22
2010,191360.08
2011,133703.27
2012,179591.25
2013,186553.6
2014,176078.36
2015,195015.53
2016,203306.31
2017,199234.97
2018,118069.61
2019,127333.664
2020,126634.54
2021,104479.24
2022,175386.1
2023,145102.17
2024,223637.81
2025,272218.66
2026,179353.78
2027,140829.75
2028,152698.98
2029,176965.36
2030,275383.6
2031,255128.45
2032,279195.7
2033,248741.5
2034,161514.06
2035,220639.1
2036,173710.31
2037,183135.73
2038,392615.25
2039,221270.53
2040,426267.22
2041,272556.28
2042,197251.19
2043,180659.08
2044,163830.86
2045,203899.6
2046,132807.4
2047,157609.19
2048,139364.78
2049,129874.875
2050,193637.34
2051,105448.79
2052,125193.4
2053,153373.31
2054,89605.945
2055,164109.27
2056,167591.67
2057,120952.14
2058,237433.86
2059,128525.82
2060,177952.81
2061,193406.4
2062,136243.3
2063,104925.43
2064,138593.84
2065,133472.9
2066,178512.75
2067,123675.48
2068,132305.27
2069,84310.46
2070,122486.95
2071,96783.195
2072,159252.33
2073,128941.89
2074,194661.52
2075,150917.56
2076,113750.21
2077,154240.78
2078,121607.53
2079,129669.72
2080,120841.625
2081,120530.586
2082,131220.58
2083,146271.58
2084,114137.57
2085,131187.55
2086,145666.36
2087,112300.44
2088,92711.29
2089,93424.79
2090,147772.67
2091,126129.51
2092,139996.72
2093,116656.914
2094,130021.86
2095,143129.12
2096,93187.26
2097,107080.11
2098,138542.14
2099,68411.08
2100,92439.36
2101,122847.83
2102,130967.945
2103,110593.33
2104,123708.14
2105,141075.42
2106,84280.87
2107,261176.31
2108,120228.74
2109,110001.375
2110,131070.26
2111,147718.72
2112,129207.3
2113,138030.66
2114,119086.42
2115,146975.81
2116,118274.19
2117,169306.05
2118,105332.07
2119,104167.7
2120,133674.88
2121,100307.94
2122,109585.71
2123,79572.77
2124,162870.0
2125,149943.22
2126,171338.73
2127,181788.42
2128,149283.47
2129,122009.0
2130,150235.89
2131,194109.78
2132,112692.984
2133,122909.125
2134,114624.91
2135,104618.9
2136,80124.484
2137,112709.85
2138,132779.58
2139,138888.58
2140,135733.17
2141,141989.38
2142,134755.06
2143,143005.89
2144,113065.52
2145,140252.73
2146,140684.62
2147,156320.5
2148,132692.95
2149,142507.45
2150,221017.62
2151,118911.46
2152,184440.0
2153,160022.06
2154,118773.02
2155,137371.45
2156,234100.73
2157,221776.19
2158,234984.66
2159,216155.47
2160,189436.16
2161,257210.58
2162,466542.66
2163,345141.7
2164,258891.17
2165,195317.72
2166,150871.69
2167,207813.67
2168,217000.0
2169,190297.72
2170,223431.12
2171,147032.64
2172,129473.79
2173,153822.77
2174,259420.66
2175,302951.56
2176,341784.34
2177,253141.9
2178,216422.61
2179,143623.61
2180,216635.0
2181,190177.17
2182,266359.72
2183,196417.72
2184,136060.95
2185,121873.75
2186,149964.5
2187,153069.95
2188,168900.8
2189,218236.47
2190,82497.71
2191,91700.79
2192,92620.92
2193,98476.02
2194,109326.27
2195,103122.984
2196,119657.2
2197,122559.016
2198,169350.5
2199,172786.05
2200,128544.836
2201,118140.72
2202,201126.14
2203,175623.84
2204,166425.05
2205,108757.47
2206,141887.14
2207,214002.22
2208,248029.56
2209,191656.61
2210,126968.56
2211,110486.734
2212,117204.92
2213,119591.6
2214,130517.23
2215,104727.125
2216,153195.89
2217,98986.75
2218,108301.875
2219,80330.89
2220,102818.74
2221,355832.12
2222,225949.9
2223,267457.62
2224,214929.42
2225,121097.65
2226,161518.31
2227,197824.67
2228,293844.47
2229,240560.92
2230,162095.75
2231,209597.34
2232,186455.22
2233,158442.38
2234,284391.4
2235,205996.86
2236,264681.12
2237,342004.7
2238,200934.81
2239,114391.74
2240,164920.75
2241,160947.58
2242,131723.03
2243,137918.19
2244,98489.6
2245,93661.734
2246,154406.73
2247,111853.76
2248,121200.98
2249,130064.59
2250,130416.9
2251,105180.5
2252,165090.86
2253,172102.45
2254,177679.31
2255,206817.86
2256,197693.94
2257,200738.94
2258,174282.0
2259,182715.88
2260,145104.06
2261,172756.03
2262,203503.58
2263,327413.3
2264,388784.62
2265,168923.86
2266,294867.34
2267,344782.4
2268,406458.5
2269,158843.7
2270,178724.12
2271,230933.33
2272,195896.48
2273,164638.3
2274,177687.03
2275,162033.56
2276,169541.69
2277,205752.6
2278,156543.19
2279,130138.19
2280,125476.44
2281,174522.7
2282,188016.02
2283,97749.15
2284,102578.055
2285,148218.56
2286,132085.56
2287,351679.16
2288,264408.0
2289,330933.16
2290,435891.06
2291,319474.97
2292,416943.84
2293,466467.6
2294,361407.38
2295,436753.1
2296,303419.56
2297,317279.44
2298,303462.0
2299,355883.8
2300,313180.2
2301,279864.34
2302,279645.97
2303,221381.0
2304,244433.25
2305,183653.67
2306,177035.03
2307,184804.61
2308,215218.27
2309,297033.72
2310,228135.55
2311,186895.8
2312,188312.48
2313,171804.27
2314,163981.81
2315,183343.39
2316,199384.33
2317,179069.62
2318,181985.72
2319,190546.3
2320,214981.14
2321,251859.0
2322,165078.2
2323,193515.8
2324,179196.77
2325,244775.03
2326,172797.17
2327,234178.9
2328,243116.4
2329,196733.39
2330,181555.34
2331,346029.44
2332,340977.94
2333,312009.78
2334,244341.48
2335,266601.1
2336,307008.72
2337,203909.12
2338,304130.56
2339,224165.17
2340,375394.62
2341,240843.23
2342,239450.2
2343,256151.9
2344,217299.5
2345,248587.38
2346,237536.12
2347,205366.33
2348,236245.42
2349,160431.06
2350,270587.16
2351,232892.97
2352,232287.88
2353,211098.28
2354,134828.14
2355,145396.52
2356,154899.44
2357,195551.12
2358,203585.66
2359,131946.92
2360,122529.305
2361,141885.7
2362,290167.34
2363,141175.7
2364,143336.72
2365,238821.7
2366,173302.11
2367,203946.39
2368,204139.38
2369,204946.33
2370,173767.33
2371,171974.22
2372,177330.17
2373,312773.47
2374,331066.88
2375,256101.89
2376,287628.62
2377,354639.3
2378,139301.23
2379,197683.58
2380,147790.55
2381,151279.58
2382,188598.83
2383,240778.7
2384,251098.19
2385,159690.97
2386,138743.89
2387,135359.77
2388,99474.51
2389,124219.57
2390,140576.47
2391,134830.9
2392,120581.79
2393,170516.81
2394,139364.23
2395,215613.34
2396,148829.34
2397,217036.0
2398,115440.945
2399,61951.945
2400,72873.28
2401,132639.03
2402,150417.72
2403,125028.92
2404,142831.0
2405,160883.22
2406,145771.98
2407,134277.17
2408,143017.95
2409,141000.42
2410,184416.34
2411,123982.51
2412,150884.38
2413,140013.23
2414,139499.06
2415,122896.6
2416,132267.33
2417,140645.11
2418,123744.516
2419,116577.9
2420,135082.77
2421,152533.84
2422,130080.19
2423,120824.04
2424,166081.55
2425,187480.84
2426,125357.03
2427,138096.9
2428,162233.78
2429,127872.81
2430,127399.06
2431,99768.1
2432,141297.17
2433,158412.77
2434,146050.12
2435,142370.86
2436,114752.04
2437,101997.3
2438,126212.734
2439,106198.055
2440,125825.82
2441,108841.3
2442,95949.66
2443,118959.86
2444,135285.36
2445,81997.57
2446,145959.47
2447,210494.36
2448,140769.47
2449,117699.25
2450,164955.38
2451,123936.36
2452,201220.56
2453,98956.625
2454,130245.23
2455,124058.09
2456,139373.0
2457,118720.14
2458,105751.97
2459,109708.375
2460,147512.16
2461,130528.02
2462,132976.12
2463,118283.664
2464,193748.16
2465,141576.64
2466,108649.58
2467,174443.9
2468,84741.02
2469,81837.41
2470,179174.78
2471,180466.06
2472,187915.19
2473,124890.25
2474,114025.36
2475,225588.22
2476,119052.99
2477,139008.22
2478,151360.23
2479,104066.43
2480,134162.69
2481,131686.3
2482,133775.0
2483,115669.195
2484,121958.65
2485,128573.445
2486,150211.53
2487,172556.69
2488,165377.17
2489,140153.5
2490,158914.47
2491,87495.25
2492,164878.3
2493,155885.28
2494,168718.25
2495,100045.81
2496,232368.05
2497,152686.1
2498,106351.414
2499,87496.74
2500,145073.89
2501,144342.84
2502,151477.0
2503,99730.55
2504,192355.44
2505,223955.2
2506,247668.53
2507,311352.16
2508,246637.14
2509,253743.33
2510,228555.86
2511,188054.16
2512,201604.0
2513,214940.53
2514,221492.02
2515,155732.83
2516,161465.84
2517,139242.89
2518,153132.97
2519,212892.81
2520,214880.7
2521,192098.48
2522,225629.05
2523,121184.51
2524,135139.66
2525,139547.98
2526,140803.08
2527,111446.13
2528,132437.6
2529,142284.27
2530,113089.19
2531,265898.28
2532,228135.66
2533,207396.77
2534,235735.14
2535,308419.44
2536,233559.11
2537,221432.1
2538,192308.69
2539,201612.5
2540,188982.73
2541,188982.23
2542,153863.73
2543,120474.92
2544,149184.67
2545,143835.62
2546,143343.73
2547,143604.61
2548,161514.73
2549,175769.3
2550,423379.97
2551,151644.4
2552,130495.98
2553,83255.22
2554,121071.87
2555,112588.13
2556,102667.26
2557,122959.83
2558,170431.11
2559,139141.69
2560,144941.78
2561,131542.77
2562,136972.12
2563,138789.12
2564,167983.17
2565,141462.3
2566,151529.7
2567,124508.11
2568,163913.94
2569,171001.22
2570,127752.555
2571,165901.6
2572,176979.7
2573,212348.52
2574,282280.75
2575,130949.04
2576,130995.664
2577,169541.02
2578,105023.36
2579,80534.805
2580,133851.98
2581,135325.6
2582,112929.23
2583,320479.88
2584,154709.73
2585,163330.48
2586,210393.44
2587,194555.7
2588,156972.89
2589,150983.23
2590,256733.81
2591,220178.1
2592,258761.38
2593,256853.75
2594,177803.16
2595,193661.52
2596,290398.88
2597,192268.84
2598,284737.97
2599,311088.06
2600,188664.56
2601,144016.33
2602,76035.52
2603,88737.836
2604,91884.31
2605,81705.03
2606,136219.69
2607,169511.81
2608,211607.23
2609,169930.52
2610,119565.93
2611,145816.31
2612,142440.53
2613,125946.41
2614,126335.766
2615,164259.86
2616,147414.16
2617,195981.0
2618,189444.34
2619,218616.48
2620,192304.78
2621,183253.5
2622,185318.4
2623,268514.62
2624,297807.2
2625,318169.84
2626,172717.73
2627,180775.42
2628,434173.22
2629,619266.0
2630,340342.16
2631,481795.12
2632,428162.4
2633,341978.5
2634,379685.3
2635,154498.83
2636,168752.83
2637,168028.69
2638,264457.8
2639,199738.83
2640,149242.58
2641,99777.21
2642,198325.52
2643,115314.96
2644,120677.31
2645,95466.85
2646,91643.14
2647,97485.09
2648,142589.39
2649,148642.22
2650,145609.64
2651,141798.95
2652,464380.88
2653,263693.4
2654,279207.28
2655,312645.62
2656,259748.5
2657,380241.38
2658,297743.7
2659,312533.2
2660,329355.2
2661,310307.78
2662,313838.7
2663,268153.94
2664,288229.88
2665,302452.66
2666,276285.62
2667,164989.42
2668,188147.89
2669,185305.86
2670,292701.1
2671,189818.8
2672,185419.02
2673,195295.27
2674,188992.11
2675,177669.75
2676,196027.7
2677,209576.06
2678,248455.33
2679,252238.39
2680,269687.0
2681,345182.44
2682,322043.72
2683,369026.62
2684,315693.78
2685,336934.53
2686,259180.03
2687,366039.28
2688,220713.66
2689,221273.9
2690,499282.03
2691,191924.16
2692,137090.1
2693,182030.64
2694,132537.72
2695,193301.81
2696,186993.61
2697,206235.92
2698,182656.52
2699,184282.75
2700,159808.36
2701,138584.03
2702,119097.85
2703,145741.5
2704,136040.64
2705,117498.56
2706,130716.33
2707,123307.28
2708,135884.17
2709,111132.25
2710,124707.05
2711,261605.33
2712,370179.7
2713,179514.92
2714,151774.62
2715,168355.66
2716,165908.94
2717,197249.52
2718,217453.0
2719,172522.66
2720,171299.9
2721,138374.55
2722,159278.11
2723,136422.05
2724,139261.47
2725,126125.45
2726,144380.66
2727,195924.14
2728,199077.55
2729,150627.72
2730,144086.5
2731,124318.02
2732,121277.04
2733,162674.05
2734,145443.9
2735,134551.42
2736,159762.53
2737,122946.086
2738,120433.664
2739,160278.9
2740,150370.84
2741,139347.16
2742,155710.16
2743,149257.05
2744,161727.05
2745,147598.75
2746,146877.52
2747,167278.81
2748,131923.1
2749,129546.766
2750,155867.17
2751,142436.58
2752,225146.17
2753,164544.5
2754,206233.47
2755,142072.88
2756,112395.69
2757,99841.88
2758,95384.79
2759,174024.44
2760,138729.7
2761,141461.89
2762,150548.56
2763,199110.86
2764,160887.7
2765,273720.34
2766,142168.0
2767,88875.836
2768,128669.516
2769,123315.59
2770,146062.11
2771,115255.37
2772,112181.6
2773,170286.7
2774,142878.7
2775,131693.95
2776,154001.39
2777,153143.77
2778,108864.57
2779,133059.84
2780,107206.67
2781,104970.49
2782,91765.02
2783,110913.89
2784,129414.35
2785,145080.8
2786,82268.52
2787,131330.67
2788,87756.12
2789,223246.72
2790,117936.38
2791,115384.47
2792,70025.22
2793,167704.9
2794,101935.98
2795,113998.35
2796,95246.0
2797,219693.34
2798,123874.12
2799,144919.72
2800,75544.79
2801,103790.58
2802,134954.45
2803,145110.73
2804,152839.31
2805,101735.805
2806,86482.05
2807,153337.61
2808,140891.8
2809,131878.22
2810,136523.06
2811,164378.16
2812,144650.6
2813,144585.98
2814,138503.67
2815,97430.08
2816,252791.47
2817,139308.6
2818,136184.23
2819,176362.61
2820,131083.69
2821,107229.164
2822,210935.88
2823,265969.16
2824,165049.17
2825,160871.69
2826,126840.086
2827,145557.73
2828,197155.31
2829,199404.23
2830,232239.22
2831,176272.75
2832,250280.33
2833,327626.34
2834,206283.45
2835,238729.0
2836,190994.03
2837,145245.12
2838,141516.28
2839,181300.44
2840,200789.0
2841,213356.48
2842,228199.19
2843,145838.22
2844,145028.11
2845,121187.36
2846,212861.48
2847,200939.42
2848,235937.5
2849,210847.84
2850,276963.66
2851,246842.78
2852,224527.88
2853,250152.3
2854,140770.03
2855,202672.25
2856,213850.88
2857,184862.73
2858,205520.3
2859,147818.9
2860,119687.91
2861,121190.21
2862,205287.2
2863,114627.57
2864,266143.9
2865,154586.66
2866,138512.84
2867,101548.3
2868,121715.4
2869,127280.375
2870,146003.14
2871,99346.586
2872,67947.09
2873,102623.22
2874,142135.33
2875,131165.14
2876,145223.44
2877,155917.5
2878,170738.06
2879,143517.88
2880,101213.47
2881,123538.99
2882,178563.39
2883,167489.6
2884,205040.72
2885,196073.12
2886,227621.92
2887,100127.74
2888,129369.414
2889,71524.96
2890,83747.33
2891,134261.47
2892,79562.2
2893,118024.9
2894,62057.89
2895,326184.38
2896,298459.6
2897,208875.97
2898,160253.81
2899,234841.39
2900,163108.34
2901,207993.67
2902,193238.08
2903,378985.62
2904,333445.53
2905,124504.1
2906,206648.61
2907,119834.87
2908,129029.14
2909,140391.88
2910,72638.37
2911,72851.27
2912,150895.5
2913,70220.29
2914,75562.86
2915,79352.4
2916,70285.79
2917,171707.02
2918,107111.414
2919,194740.66
